request_url,status_code,elapsed_time,encoding,content_encoding,entity_tag,extract_link,specific_word,specific_word_exist
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/showtimes/?ref_=nv_mv_sh,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/nycc/renew-cancel/ls063853872/mediaviewer/rm3403350529/?ref_=hm_edcft_ft_ls_rc_5_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/news/celebrity/?ref_=nv_cel_nw,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/video/vi1497874969/?listId=ls025720609&ref_=hm_edcio_og_nsp_ada_2_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/title/tt13640696/?ref_=hm_cht_5,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/gallery/rg1859820288/mediaviewer/rm3639214081?ref_=hm_edcft_ft_g_ls_mbfe_8_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/trailers/?ref_=hm_hp_sm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/chart/boxoffice/?ref_=nv_ch_cht,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",https://www.amazon.jobs/en/teams/imdb,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/list/ls561535135/?ref_=hm_edcep_wtw_disney_sept22_4_t,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/coming-soon/?ref_=hm_cs_sm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/list/ls561763694/?ref_=hm_edcep_wtw_netflix_sept22_7_t,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/imdbpicks/latino-characters-movies-tv/rg2251201280/mediaviewer/rm1538326784?ref_=hm_edcep_cseghhm_rep_hp_9_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/imdbpicks/?ref_=nv_pi,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",https://pro.imdb.com?ref_=cons_nb_hm&rf=cons_nb_hm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/superheroes/new-upcoming-sci-fi-fantasy/ls561511714/mediaviewer/rm3913945601/?ref_=hm_edcft_supes_scififan_3_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/nycc/renew-cancel/ls063853872/mediaviewer/rm3403350529/?ref_=hm_edcft_ft_ls_rc_5_t,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/list/ls561535135/?ref_=hm_edcep_wtw_disney_sept22_4_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/news/tv/?ref_=nv_nw_tv,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",feature/bornondate/?ref_=hm_brn_sm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/what-to-watch/top-picks/?ref_=hm_tpks_sm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/video/vi3813786137/?listId=ls561395551&ref_=hm_edcio_cseghhm_aa_mb_3_t,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/imdbpicks/september-picks/ls561795234/mediaviewer/rm2620002049/?ref_=hm_edcep_ft_pks_sept22_1_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/video/vi2807677465/?listId=ls025720609&ref_=hm_edcio_og_twk_ots_10_t,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",https://developer.imdb.com/,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",https://pro.imdb.com/login/ap?u=/login/lwa&imdbPageAction=signUp&rf=cons_nb_hm&ref_=cons_nb_hm,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/list/ls561595365/?ref_=hm_edcep_wtw_netflix_sept22_6_i,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/nycc/?ref_=nv_ev_nycc,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/trailers/?ref_=nv_mv_tr,prime video,True
https://www.imdb.com,200,0.940256,utf-8,gzip,"""c850b-KTBxGOnS1tVMMUD9M2DOjotuQ4g""",/list/ls561596028/?ref_=hm_edcep_wtw_prime_sept22_8_i,prime video,True
